iter	Passed	Remaining
484	732	778
485	734	776
486	735	774
487	736	772
488	737	771
489	739	769
490	740	767
491	741	765
492	742	763
493	743	761
494	744	760
495	746	758
496	747	756
497	748	754
498	750	753
499	751	751
500	752	749
501	753	747
502	755	746
503	756	744
504	757	742
505	758	740
506	759	738
507	761	737
508	762	735
509	763	733
510	764	731
511	765	729
512	767	728
513	768	726
514	769	724
515	770	722
516	771	720
517	772	719
518	774	717
519	775	715
520	776	713
521	777	712
522	778	710
523	779	708
524	781	706
525	782	705
526	783	703
527	784	701
528	785	699
529	786	697
530	788	696
531	789	694
532	790	692
533	791	691
534	793	689
535	794	687
536	796	687
537	798	685
538	799	683
539	800	682
540	802	680
541	803	678
542	804	677
543	805	675
544	806	673
545	809	673
546	811	671
547	812	670
548	813	668
549	814	666
550	816	664
551	817	663
552	818	661
553	819	659
554	821	658
555	822	656
556	823	654
557	824	653
558	825	651
559	827	649
560	828	648
561	829	646
562	830	644
563	831	643
564	833	641
565	834	640
566	835	638
567	837	636
568	838	635
569	839	633
570	841	632
571	842	630
572	843	628
573	845	627
574	846	625
575	847	623
576	848	622
577	849	620
578	851	618
579	852	617
580	853	615
581	854	613
582	855	612
583	857	610
584	858	609
585	859	607
586	860	605
587	862	604
588	863	602
589	864	600
590	865	599
591	866	597
592	868	595
593	869	594
594	870	592
595	871	590
596	872	589
597	874	587
598	876	586
599	877	585
600	878	583
601	879	581
602	880	580
603	882	578
604	883	576
605	884	575
606	886	573
607	887	572
608	888	570
609	889	568
610	890	567
611	892	565
612	893	563
613	894	562
614	895	560
615	896	558
616	897	557
617	899	555
618	900	554
619	901	552
620	902	551
621	904	549
622	905	547
623	906	546
624	907	544
625	908	542
626	909	541
627	911	539
628	912	538
629	913	536
630	914	534
631	915	533
632	917	531
633	918	530
634	919	528
635	920	527
636	922	525
637	923	523
638	924	522
639	926	520
640	927	519
641	928	517
642	929	516
643	931	514
644	932	513
645	933	511
646	934	510
647	936	508
648	937	506
649	938	505
650	939	503
651	940	502
652	941	500
653	942	498
654	944	497
655	945	495
656	946	494
657	947	492
658	948	490
659	949	489
660	951	487
661	952	486
662	953	484
663	954	483
664	955	481
665	957	479
666	958	478
667	959	476
668	960	475
669	961	473
670	962	472
671	964	470
672	965	468
673	966	467
674	967	465
675	968	464
676	969	462
677	971	461
678	972	459
679	973	458
680	975	456
681	976	455
682	977	453
683	978	452
684	980	450
685	981	449
686	982	447
687	984	446
688	985	444
689	986	443
690	987	441
691	989	440
692	991	439
693	992	437
694	993	436
695	994	434
696	996	433
697	997	431
698	999	430
699	1000	428
700	1001	427
701	1003	425
702	1004	424
703	1005	422
704	1007	421
705	1008	420
706	1010	418
707	1011	417
708	1012	415
709	1013	414
710	1014	412
711	1016	411
712	1017	409
713	1018	408
714	1019	406
715	1021	405
716	1022	403
717	1023	402
718	1024	400
719	1026	399
720	1027	397
721	1028	396
722	1029	394
723	1030	392
724	1032	391
725	1033	390
726	1034	388
727	1036	387
728	1037	385
729	1038	384
730	1039	382
731	1040	381
732	1042	379
733	1043	378
734	1044	376
735	1045	375
736	1046	373
737	1048	372
738	1049	370
739	1050	369
740	1051	367
741	1052	366
742	1054	364
743	1055	363
744	1056	361
745	1057	360
746	1058	358
747	1060	357
748	1061	355
749	1062	354
750	1064	352
751	1065	351
752	1066	349
753	1068	348
754	1069	347
755	1071	345
756	1072	344
757	1073	342
758	1075	341
759	1076	340
760	1078	338
761	1079	337
762	1080	335
763	1081	334
764	1083	332
765	1084	331
766	1085	329
767	1086	328
768	1087	326
769	1089	325
770	1090	323
771	1091	322
772	1092	320
773	1093	319
774	1094	317
775	1096	316
776	1097	314
777	1098	313
778	1099	311
779	1100	310
780	1102	309
781	1103	307
782	1104	306
783	1105	304
784	1106	303
785	1107	301
786	1109	300
787	1110	298
788	1111	297
789	1112	295
790	1113	294
791	1114	292
792	1115	291
793	1116	289
794	1117	288
795	1119	286
796	1120	285
797	1121	283
798	1122	282
799	1123	280
800	1125	279
801	1126	278
802	1127	276
803	1128	275
804	1129	273
805	1130	272
806	1132	270
807	1133	269
808	1134	267
809	1135	266
810	1136	264
811	1137	263
812	1139	262
813	1140	260
814	1141	259
815	1142	257
816	1144	256
817	1145	254
818	1146	253
819	1147	251
820	1148	250
821	1150	249
822	1151	247
823	1152	246
824	1153	244
825	1154	243
826	1155	241
827	1157	240
828	1158	238
829	1159	237
830	1160	235
831	1161	234
832	1162	233
833	1163	231
834	1164	230
835	1166	228
836	1167	227
837	1168	225
838	1169	224
839	1170	222
840	1171	221
841	1172	220
842	1173	218
843	1174	217
844	1175	215
845	1176	214
846	1178	212
847	1179	211
848	1180	209
849	1181	208
850	1182	207
851	1183	205
852	1184	204
853	1186	202
854	1187	201
855	1188	199
856	1189	198
857	1190	197
858	1191	195
859	1193	194
860	1194	192
861	1195	191
862	1196	189
863	1197	188
864	1199	187
865	1200	185
866	1201	184
867	1202	182
868	1204	181
869	1205	180
870	1206	178
871	1207	177
872	1209	175
873	1210	174
874	1211	173
875	1212	171
876	1213	170
877	1215	168
878	1216	167
879	1217	166
880	1218	164
881	1219	163
882	1220	161
883	1221	160
884	1222	158
885	1223	157
886	1225	156
887	1226	154
888	1227	153
889	1228	151
890	1229	150
891	1231	149
892	1232	147
893	1233	146
894	1234	144
895	1235	143
896	1236	142
897	1237	140
898	1239	139
899	1240	137
900	1241	136
901	1242	134
902	1243	133
903	1244	132
904	1245	130
905	1247	129
906	1248	127
907	1249	126
908	1250	125
909	1251	123
910	1252	122
911	1254	121
912	1255	119
913	1256	118
914	1257	116
915	1258	115
916	1260	114
917	1261	112
918	1262	111
919	1263	109
920	1265	108
921	1266	107
922	1267	105
923	1268	104
924	1269	102
925	1270	101
926	1272	100
927	1273	98
928	1274	97
929	1275	96
930	1276	94
931	1278	93
932	1279	91
933	1280	90
934	1281	89
935	1282	87
936	1283	86
937	1284	84
938	1286	83
939	1287	82
940	1288	80
941	1290	79
942	1291	78
943	1292	76
944	1293	75
945	1294	73
946	1296	72
947	1297	71
948	1298	69
949	1299	68
950	1300	67
951	1302	65
952	1303	64
953	1304	62
954	1305	61
955	1306	60
956	1307	58
957	1309	57
958	1310	56
959	1311	54
960	1312	53
961	1313	51
962	1315	50
963	1316	49
964	1317	47
965	1318	46
966	1319	45
967	1320	43
968	1322	42
969	1323	40
970	1324	39
971	1325	38
972	1326	36
973	1327	35
974	1328	34
975	1329	32
976	1331	31
977	1332	29
978	1333	28
979	1334	27
980	1335	25
981	1337	24
982	1338	23
983	1339	21
984	1340	20
985	1341	19
986	1342	17
987	1343	16
988	1344	14
989	1346	13
990	1347	12
991	1348	10
992	1349	9
993	1350	8
994	1352	6
995	1353	5
996	1354	4
997	1355	2
998	1356	1
999	1357	0
